group,id,course,module,grade
1,143,Environmental Stewardship,1,13
1,143,Environmental Stewardship,1,11.25
1,143,Environmental Stewardship,1,12.5
1,143,Herbalism and Medicine,1,9
1,143,Herbalism and Medicine,1,5.75
1,143,Herbalism and Medicine,1,6.5
1,143,Herbalism and Medicine,1,2.75
1,143,Herbalism and Medicine,1,7.75
1,143,Hunting and Gathering Skills,2,12.5
1,143,Hunting and Gathering Skills,2,12.5
1,143,Hunting and Gathering Skills,2,18.5
1,143,Hunting and Gathering Skills,2,16.5
1,143,Hunting and Gathering Skills,2,15.5
1,143,Language and Linguistics,2,14
1,143,Language and Linguistics,2,10
1,143,Language and Linguistics,2,10
1,143,Language and Linguistics,2,8
1,143,Language and Linguistics,2,13
1,143,Language and Linguistics,2,8
1,143,Language and Linguistics,2,3
1,143,Language and Linguistics,2,12
1,143,Language and Linguistics,2,9
1,143,Shamanism and Spiritual Practices,2,8.5
1,143,Shamanism and Spiritual Practices,2,9.5
1,143,Shamanism and Spiritual Practices,2,6
1,143,Shamanism and Spiritual Practices,2,9.5
1,143,Shamanism and Spiritual Practices,2,11
1,143,Shamanism and Spiritual Practices,2,9
1,143,Shamanism and Spiritual Practices,2,11
1,143,Shamanism and Spiritual Practices,2,6.5
1,143,Shamanism and Spiritual Practices,2,6.5
1,143,Shamanism and Spiritual Practices,2,11.5
1,143,Social Organization and Governance,2,13
1,143,Social Organization and Governance,2,13
1,143,Social Organization and Governance,2,15.5
1,143,Social Organization and Governance,2,15
1,143,Tribal Lore and Traditions,1,11
1,143,Tribal Lore and Traditions,1,13.5
1,143,Tribal Lore and Traditions,1,14.5
1,143,Warfare and Diplomacy,1,9
1,143,Warfare and Diplomacy,1,9
1,143,Warfare and Diplomacy,1,6.5
1,143,Warfare and Diplomacy,1,6.5
1,143,Warfare and Diplomacy,1,6.5
1,143,Warfare and Diplomacy,1,10
1,143,Warfare and Diplomacy,1,9
1,143,Warfare and Diplomacy,1,3
1,147,Art and Symbolism,2,5.5
1,147,Art and Symbolism,2,8.5
1,147,Art and Symbolism,2,13.5
1,147,Art and Symbolism,2,6.5
1,147,Art and Symbolism,2,6
1,147,Art and Symbolism,2,10.5
1,147,Art and Symbolism,2,8.5
1,147,Astronomy and Celestial Navigation,1,8.5
1,147,Astronomy and Celestial Navigation,1,13.5
1,147,Astronomy and Celestial Navigation,1,12.5
1,147,Astronomy and Celestial Navigation,1,3.25
1,147,Astronomy and Celestial Navigation,1,10.25
1,147,Astronomy and Celestial Navigation,1,10.5
1,147,Astronomy and Celestial Navigation,1,17.25
1,147,Astronomy and Celestial Navigation,1,12.75
1,147,Environmental Stewardship,1,11.5
1,147,Environmental Stewardship,1,11
1,147,Environmental Stewardship,1,12.25
1,147,Environmental Stewardship,1,13.5
1,147,Environmental Stewardship,1,13.5
1,147,Environmental Stewardship,1,14.5
1,147,Environmental Stewardship,1,13.25
1,147,Environmental Stewardship,1,11.5
1,147,Environmental Stewardship,1,11.75
1,147,Environmental Stewardship,1,11.75
1,147,Herbalism and Medicine,1,4.25
1,147,Herbalism and Medicine,1,7.5
1,147,Herbalism and Medicine,1,5.5
1,147,Herbalism and Medicine,1,7.75
1,147,Herbalism and Medicine,1,3.75
1,147,Hunting and Gathering Skills,2,18.5
1,147,Hunting and Gathering Skills,2,14
1,147,Hunting and Gathering Skills,2,10.5
1,147,Hunting and Gathering Skills,2,16.5
1,147,Hunting and Gathering Skills,2,12
1,147,Hunting and Gathering Skills,2,16.5
1,147,Language and Linguistics,2,10
1,147,Language and Linguistics,2,12
1,147,Language and Linguistics,2,13
1,147,Language and Linguistics,2,14
1,147,Language and Linguistics,2,10
1,147,Language and Linguistics,2,8
1,147,Language and Linguistics,2,12
1,147,Language and Linguistics,2,11
1,147,Language and Linguistics,2,10
1,147,Shamanism and Spiritual Practices,2,5.5
1,147,Shamanism and Spiritual Practices,2,9
1,147,Shamanism and Spiritual Practices,2,8
1,147,Shamanism and Spiritual Practices,2,8.5
1,147,Shamanism and Spiritual Practices,2,9.5
1,147,Shamanism and Spiritual Practices,2,8.5
1,147,Shamanism and Spiritual Practices,2,8.5
1,147,Shamanism and Spiritual Practices,2,8
1,147,Social Organization and Governance,2,12
1,147,Social Organization and Governance,2,12.5
1,147,Social Organization and Governance,2,12.5
1,147,Social Organization and Governance,2,13
1,147,Social Organization and Governance,2,11
1,147,Tribal Lore and Traditions,1,13.5
1,147,Tribal Lore and Traditions,1,15
1,147,Tribal Lore and Traditions,1,15
1,147,Warfare and Diplomacy,1,8
1,147,Warfare and Diplomacy,1,8.5
1,147,Warfare and Diplomacy,1,11.5
1,147,Warfare and Diplomacy,1,7.5
1,147,Warfare and Diplomacy,1,10
1,147,Warfare and Diplomacy,1,4.5
1,147,Warfare and Diplomacy,1,8
1,155,Art and Symbolism,2,10
1,155,Art and Symbolism,2,10
1,155,Art and Symbolism,2,11.5
1,155,Art and Symbolism,2,9.5
1,155,Art and Symbolism,2,13.5
1,155,Art and Symbolism,2,11.5
1,155,Art and Symbolism,2,11.5
1,155,Astronomy and Celestial Navigation,1,12
1,155,Astronomy and Celestial Navigation,1,13.5
1,155,Astronomy and Celestial Navigation,1,13
1,155,Astronomy and Celestial Navigation,1,13
1,155,Astronomy and Celestial Navigation,1,14
1,155,Astronomy and Celestial Navigation,1,13.25
1,155,Astronomy and Celestial Navigation,1,8.5
1,155,Environmental Stewardship,1,13.75
1,155,Environmental Stewardship,1,13
1,155,Environmental Stewardship,1,12.75
1,155,Environmental Stewardship,1,14.75
1,155,Environmental Stewardship,1,14.5
1,155,Environmental Stewardship,1,11.25
1,155,Environmental Stewardship,1,14.25
1,155,Environmental Stewardship,1,11.5
1,155,Environmental Stewardship,1,13.5
1,155,Environmental Stewardship,1,13.25
1,155,Herbalism and Medicine,1,8.25
1,155,Herbalism and Medicine,1,10.5
1,155,Herbalism and Medicine,1,1.5
1,155,Herbalism and Medicine,1,12
1,155,Herbalism and Medicine,1,3.5
1,155,Hunting and Gathering Skills,2,16
1,155,Hunting and Gathering Skills,2,14.5
1,155,Hunting and Gathering Skills,2,10
1,155,Hunting and Gathering Skills,2,8
1,155,Hunting and Gathering Skills,2,11.5
1,155,Hunting and Gathering Skills,2,18
1,155,Language and Linguistics,2,11
1,155,Language and Linguistics,2,13
1,155,Language and Linguistics,2,12
1,155,Language and Linguistics,2,12
1,155,Language and Linguistics,2,8
1,155,Language and Linguistics,2,3
1,155,Language and Linguistics,2,9
1,155,Language and Linguistics,2,8
1,155,Language and Linguistics,2,7
1,155,Shamanism and Spiritual Practices,2,8
1,155,Shamanism and Spiritual Practices,2,10
1,155,Shamanism and Spiritual Practices,2,8.5
1,155,Shamanism and Spiritual Practices,2,8.5
1,155,Shamanism and Spiritual Practices,2,9.5
1,155,Shamanism and Spiritual Practices,2,8.5
1,155,Shamanism and Spiritual Practices,2,9.5
1,155,Shamanism and Spiritual Practices,2,10.5
1,155,Shamanism and Spiritual Practices,2,9
1,155,Shamanism and Spiritual Practices,2,10
1,155,Social Organization and Governance,2,15.5
1,155,Social Organization and Governance,2,13.5
1,155,Social Organization and Governance,2,16.5
1,155,Social Organization and Governance,2,14.5
1,155,Tribal Lore and Traditions,1,14
1,155,Tribal Lore and Traditions,1,12.5
1,155,Tribal Lore and Traditions,1,13
1,155,Warfare and Diplomacy,1,9.5
1,155,Warfare and Diplomacy,1,5
1,155,Warfare and Diplomacy,1,11.5
1,155,Warfare and Diplomacy,1,12
1,155,Warfare and Diplomacy,1,10
1,155,Warfare and Diplomacy,1,6
1,155,Warfare and Diplomacy,1,5.5
1,158,Art and Symbolism,2,10.5
1,158,Art and Symbolism,2,9.5
1,158,Art and Symbolism,2,10.5
1,158,Art and Symbolism,2,6.5
1,158,Art and Symbolism,2,6.5
1,158,Art and Symbolism,2,8.5
1,158,Art and Symbolism,2,11
1,158,Astronomy and Celestial Navigation,1,12
1,158,Astronomy and Celestial Navigation,1,12.5
1,158,Astronomy and Celestial Navigation,1,16
1,158,Astronomy and Celestial Navigation,1,11
1,158,Astronomy and Celestial Navigation,1,12.5
1,158,Astronomy and Celestial Navigation,1,11.75
1,158,Astronomy and Celestial Navigation,1,13.5
1,158,Astronomy and Celestial Navigation,1,12.5
1,158,Environmental Stewardship,1,14.25
1,158,Environmental Stewardship,1,13.5
1,158,Environmental Stewardship,1,12.75
1,158,Environmental Stewardship,1,13.25
1,158,Environmental Stewardship,1,12.25
1,158,Environmental Stewardship,1,11.5
1,158,Environmental Stewardship,1,14.5
1,158,Environmental Stewardship,1,14
1,158,Environmental Stewardship,1,13.5
1,158,Environmental Stewardship,1,11
1,158,Herbalism and Medicine,1,8.5
1,158,Herbalism and Medicine,1,5.25
1,158,Herbalism and Medicine,1,8
1,158,Herbalism and Medicine,1,6.25
1,158,Herbalism and Medicine,1,4.5
1,158,Hunting and Gathering Skills,2,15
1,158,Hunting and Gathering Skills,2,14
1,158,Hunting and Gathering Skills,2,10.5
1,158,Hunting and Gathering Skills,2,9
1,158,Hunting and Gathering Skills,2,16.5
1,158,Hunting and Gathering Skills,2,10
1,158,Language and Linguistics,2,10
1,158,Language and Linguistics,2,10
1,158,Language and Linguistics,2,9
1,158,Language and Linguistics,2,12
1,158,Language and Linguistics,2,15
1,158,Language and Linguistics,2,8
1,158,Language and Linguistics,2,1
1,158,Language and Linguistics,2,8
1,158,Language and Linguistics,2,5
1,158,Shamanism and Spiritual Practices,2,5
1,158,Shamanism and Spiritual Practices,2,9
1,158,Shamanism and Spiritual Practices,2,8
1,158,Shamanism and Spiritual Practices,2,9.5
1,158,Shamanism and Spiritual Practices,2,7
1,158,Shamanism and Spiritual Practices,2,8.5
1,158,Shamanism and Spiritual Practices,2,8
1,158,Shamanism and Spiritual Practices,2,7
1,158,Shamanism and Spiritual Practices,2,10
1,158,Shamanism and Spiritual Practices,2,8
1,158,Social Organization and Governance,2,12
1,158,Social Organization and Governance,2,10
1,158,Social Organization and Governance,2,11.5
1,158,Social Organization and Governance,2,10.5
1,158,Tribal Lore and Traditions,1,14.5
